Date,Baseline Period,Actual Consumption (kWh),Avg WB Temperature (°F),Product A,Product B,Product C,Seasonal Indicator,"Max (AvgWB,55) (°F)",Total Production,Expected Consumption (kWh),Actual Minus Expected (kWh),Cumulative Energy Savings (kWh)
8/30/2015,0,71263.76,66.56,77262.41,214293.84,340205.216,0,66.56,291556.25,68517.6,-2746.16,826365.96
8/31/2015,0,50446.85,68.98,86616.3,0,0,0,68.98,86616.3,62899.39,12452.54,838818.5
9/1/2015,0,42665.88,74.44,117200.18,0,122399.2382,0,74.44,117200.18,67472.65,24806.77,863625.27
9/2/2015,0,50192.77,75.91,0,0,87369.23169,0,75.91,0,64315.06,14122.29,877747.56
9/3/2015,0,74076.87,75.7,146261.15,325549.01,393667.0098,0,75.7,471810.16,80691.07,6614.2,884361.76
9/4/2015,0,81311.95,74.83,139673.28,357384.65,260329.5698,0,74.83,497057.93,81018.31,-293.65,884068.12
9/5/2015,0,82668.09,74.55,217767.37,430349.8,574267.4069,0,74.55,648117.16,86127.75,3459.66,887527.78
9/6/2015,0,78337.63,74,199753.48,434384.55,472870.3362,0,74,634138.03,85283.59,6945.96,894473.74
9/7/2015,0,46691.1,74.22,140701.48,0,0,0,74.22,140701.48,68153.35,21462.25,915935.98
9/8/2015,0,48047.51,74.78,5040.84,0,0,0,74.78,5040.84,63765.26,15717.76,931653.74
9/9/2015,0,72310.11,74.3,166127.94,238076.3,272003.5396,0,74.3,404204.24,77429,5118.89,936772.63
9/10/2015,0,76904.43,73.47,144140.27,265349.14,276835.7251,0,73.47,409489.41,77082.94,178.51,936951.14
9/11/2015,0,84106.67,72.53,254578.85,494182.47,329888.1219,0,72.53,748761.32,88352.83,4246.15,941197.29
9/12/2015,0,83189.71,73.48,208564.77,316787.29,376128.9522,0,73.48,525352.05,81143.82,-2045.9,939151.4
9/13/2015,0,77709.64,74.45,189042.04,474263.35,338561.5008,0,74.45,663305.39,86594.15,8884.51,948035.91
9/14/2015,0,56847.3,74.78,208896.44,0,16002.00505,0,74.78,208896.44,70900.61,14053.31,962089.22
9/15/2015,0,53954.24,74.78,88110.32,0,0,0,74.78,88110.32,66674.11,12719.87,974809.08
9/16/2015,0,68674.84,73.62,176123.75,251361.08,367902.2482,0,73.62,427484.83,77805.81,9130.96,983940.05
9/17/2015,0,72117.66,72.76,156359.43,263961.63,402603.5454,0,72.76,420321.06,77002.05,4884.4,988824.44
9/18/2015,0,81342.03,73.39,173952.93,427960.31,313749.4277,0,73.39,601913.24,83764.56,2422.53,991246.98
9/19/2015,0,75636.5,71.8,176120.43,503881.23,430726.4889,0,71.8,680001.66,85477.24,9840.74,1001087.72
9/20/2015,0,76868.67,69.14,223862.11,421273.65,319742.9055,0,69.14,645135.77,82548.09,5679.42,1006767.14
9/21/2015,0,58332.79,69.67,336885.46,0,0,0,69.67,336885.46,72102.1,13769.31,1020536.44
9/22/2015,0,53655.76,67.96,191516.64,0,0,0,67.96,191516.64,65917.34,12261.58,1032798.02
9/23/2015,0,73787.15,65.58,152657.5,256611.94,127455.9654,0,65.58,409269.44,72011.82,-1775.33,1031022.69
9/24/2015,0,68552.58,67.22,180014.51,281561.16,274327.324,0,67.22,461575.67,74889.82,6337.24,1037359.93
9/25/2015,0,76370.15,64.42,202506.51,531212.73,360014.452,0,64.42,733719.24,82618.58,6248.43,1043608.36
9/26/2015,0,77610.55,58.28,269938.5,433026.35,344215.8163,0,58.28,702964.85,77600.63,-9.92,1043598.44
9/27/2015,0,77857.73,63.44,167112.1,445020.13,363205.6381,0,63.44,612132.23,77738.07,-119.66,1043478.78
9/28/2015,0,65814.86,67.18,108666.4,0,42298.84585,0,67.18,108666.4,62517.86,-3297,1040181.78
9/29/2015,0,49989.81,67.68,144257.16,0,0,0,67.68,144257.16,64081.31,14091.51,1054273.29
9/30/2015,0,70767.02,69.01,141196.11,202346.74,355267.3113,0,69.01,343542.86,71911.7,1144.68,1055417.97
10/1/2015,0,75087.84,68.79,199362.17,326659.39,317445.0703,0,68.79,526021.56,78153.03,3065.19,1058483.16
10/2/2015,0,81149.84,67.84,217242.29,453258.61,319905.4705,0,67.84,670500.9,82603.99,1454.15,1059937.31
10/3/2015,0,75249.96,67.44,237562.49,381089.83,360678.0311,0,67.44,618652.33,80533.53,5283.57,1065220.88
10/4/2015,0,72784.75,67.02,201149.86,421605.12,381325.0095,0,67.02,622754.98,80406.72,7621.97,1072842.85
10/5/2015,0,49521.28,71.24,214279.79,0,150979.3158,0,71.24,214279.79,68818.95,19297.67,1092140.52
10/6/2015,0,51096.95,56.05,0,0,146973.3443,0,56.05,0,51566.32,469.37,1092609.89
10/7/2015,0,68819.4,48.93,129004.52,314309.99,332089.7761,0,55,443314.51,66410.19,-2409.21,1090200.68
10/8/2015,0,73225.25,54.1,192921.79,266415.8,238540.3343,0,55,459337.59,66971,-6254.25,1083946.43
10/9/2015,0,77239.36,60.15,155203.86,365614.46,244660.7053,0,60.15,520818.32,72430.92,-4808.44,1079137.99
10/10/2015,0,70392.27,68.21,162717.49,225629.75,337609.881,0,68.21,388347.24,72962.9,2570.63,1081708.62
10/11/2015,0,71788.53,68.78,177166.65,309554.92,479723.0944,0,68.78,486721.58,76774.28,4985.75,1086694.37
10/12/2015,0,50100.24,69.01,245184.76,0,26272.80332,0,69.01,245184.76,68469.36,18369.12,1105063.49
10/13/2015,0,48357.48,66.95,0,0,0,0,66.95,0,58564.58,10207.1,1115270.59
10/14/2015,0,68131.23,68.32,123935.52,204805.91,250984.8902,0,68.32,328741.42,70950.88,2819.65,1118090.24
10/15/2015,0,70565.08,70.04,134829.09,359050.35,236224.4142,0,70.04,493879.44,77831.61,7266.53,1125356.77
10/16/2015,0,69148.07,68.91,148528.96,341665.63,236737.7566,0,68.91,490194.58,76978.61,7830.53,1133187.3
10/17/2015,0,75216.36,57.17,208002.95,369783.03,527045.9979,0,57.17,577785.99,72512.54,-2703.82,1130483.48
10/18/2015,0,70414.57,55.28,158857.94,379643.56,537638.6271,0,55.28,538501.5,69920.26,-494.3,1129989.18
10/19/2015,0,45541.6,55.66,188346.28,0,50061.0988,0,55.66,188346.28,57911.29,12369.69,1142358.86
10/20/2015,0,44115.61,59,148297.07,0,161627.5364,0,59,148297.07,58654.99,14539.38,1156898.24
10/21/2015,0,70862.35,53.79,178745.42,390507.52,254437.0388,0,55,569252.94,70818.04,-44.31,1156853.93
10/22/2015,0,70641.87,53.95,198751.44,452892.62,428956.8214,0,55,651644.06,73701.73,3059.86,1159913.78
10/23/2015,0,72418.27,55.31,246968.37,373555.17,416222.4686,0,55.31,620523.54,72813.96,395.7,1160309.48
10/24/2015,0,70794.7,51.63,147018.9,339798.64,457675.9407,0,55,486817.54,67932.8,-2861.9,1157447.58
10/25/2015,0,68794.64,49.12,208206.5,341151.02,427149.6686,0,55,549357.51,70121.7,1327.06,1158774.64
10/26/2015,0,61494.45,51.27,415729.75,0,0,0,55,415729.75,65444.73,3950.28,1162724.92
10/27/2015,0,55624.04,52.49,135200.03,0,19443.51283,0,55,135200.03,55626.19,2.15,1162727.07
10/28/2015,0,67913.4,59.38,167407.41,244926.11,268789.5552,0,59.38,412333.51,68135.36,221.96,1162949.03
10/29/2015,0,78059.21,60.92,231492.43,447371,403980.3941,0,60.92,678863.43,78451.21,392,1163341.04
10/30/2015,0,71485.07,61.54,312259.59,441990.63,484519.5271,0,61.54,754250.22,81490.86,10005.79,1173346.82
10/31/2015,0,73198.29,62.35,183175.56,297600.19,445563.1867,0,62.35,480775.76,72440.94,-757.35,1172589.47
11/1/2015,0,63017.97,51.93,122693.72,251372.49,193586.8827,0,55,374066.21,63986.5,968.53,1173558
11/2/2015,0,50448.78,47.62,211603.25,0,0,0,55,211603.25,58300.3,7851.52,1181409.51
11/3/2015,0,43314.23,39.41,23893.26,0,0,0,55,23893.26,51730.45,8416.21,1189825.73
11/4/2015,0,53448.02,39.04,103711.21,172116.48,247469.3378,0,55,275827.69,60548.15,7100.14,1196925.86
11/5/2015,0,65494.41,40.4,113666.97,231825.35,279265.8232,0,55,345492.32,62986.42,-2508,1194417.87
11/6/2015,0,62859.19,47.48,119000.24,291345.42,462772.1876,0,55,410345.67,65256.28,2397.09,1196814.96
11/7/2015,0,65658.69,56.66,141899.72,285509.08,316539.1253,0,56.66,427408.8,66919.25,1260.56,1198075.52
11/8/2015,0,58770.07,58.08,140804.41,277012.83,162483.829,0,58.08,417817.25,67491.76,8721.69,1206797.21
11/9/2015,0,38667.69,44.13,145593.22,0,149641.8037,0,55,145593.22,55989.95,17322.26,1224119.46
11/10/2015,0,44725.63,43.59,111159.87,0,137157.4398,0,55,111159.87,54784.78,10059.15,1234178.62
11/11/2015,0,68762.67,46.66,124805.64,344388.5,408679.4842,0,55,469194.14,67315.98,-1446.69,1232731.93
11/12/2015,0,75078.48,46.99,180408.25,403437.23,231746.2692,0,55,583845.48,71328.78,-3749.7,1228982.23
11/13/2015,0,69628.63,48.79,238042.48,386740.94,271935.1535,0,55,624783.42,72761.6,3132.98,1232115.2
11/14/2015,0,70423.25,54.7,180909.08,414186.58,494276.4233,0,55,595095.66,71722.53,1299.28,1233414.49
11/15/2015,0,65543.33,45.21,205207.72,298988.15,294760.2748,0,55,504195.86,68541.04,2997.71,1236412.19
11/16/2015,0,48833.67,34.11,330600.09,0,151762.6449,0,55,330600.09,62465.19,13631.52,1250043.71
11/17/2015,0,50348.86,34.68,76691.1,0,57340.88475,0,55,76691.1,53578.37,3229.52,1253273.23
11/18/2015,0,58628.43,44.48,109931.9,166278.9,296313.2712,0,55,276210.79,60561.56,1933.13,1255206.36
11/19/2015,0,67065.53,50.72,250932.03,364097.45,536582.9126,0,55,615029.47,72420.22,5354.68,1260561.04
11/20/2015,0,67573.12,28.67,217224.78,406984.36,460221.0567,0,55,624209.14,72741.5,5168.38,1265729.42
11/21/2015,0,67600.47,29.49,178190.44,298254.58,162764.4287,0,55,476445.02,67569.76,-30.71,1265698.71
11/22/2015,0,73745.43,39.28,161415.69,367816.09,318982.7384,0,55,529231.78,69417.3,-4328.13,1261370.58
11/23/2015,0,53595.57,43.12,323731.58,0,27407.34136,0,55,323731.58,62224.79,8629.22,1269999.8
11/24/2015,0,44407.91,45.06,25563.7,0,149718.38,0,55,25563.7,51788.91,7381,1277380.8
11/25/2015,0,62693.36,58.68,152348.25,267343.9,225766.974,0,58.68,419692.15,67943.44,5250.08,1282630.88
11/26/2015,0,73974.67,63.67,181979.08,454311.4,354852.8309,0,63.67,636290.48,78731.03,4756.36,1287387.23
11/27/2015,0,55360.4,49.06,219755.24,426583.71,587681.247,0,55,646338.95,73516.05,18155.65,1305542.88
11/28/2015,0,41700.64,43.42,10792.15,14842.41,91447.18502,0,55,25634.56,51791.39,10090.75,1315633.63
11/29/2015,0,43388.03,38.29,30726.19,44583.09,0,0,55,75309.28,53530.01,10141.98,1325775.61
11/30/2015,0,43019.96,34.13,82632.49,0,0,0,55,82632.49,53786.32,10766.36,1336541.98
12/1/2015,0,48314.06,39.36,187965.39,0,71505.86255,0,55,187965.39,57472.97,9158.91,1345700.89
12/2/2015,0,68000.02,45.41,120500.57,346555.89,373839.8382,0,55,467056.45,67241.16,-758.85,1344942.04
12/3/2015,0,73470.91,49.35,167414.81,346127.54,309946.0995,0,55,513542.35,68868.17,-4602.75,1340339.29
12/4/2015,0,73340.16,52.14,208856.58,433779.06,363808.1765,0,55,642635.64,73386.43,46.28,1340385.57
12/5/2015,0,75109.91,56,121841.51,311758.18,399034.7154,0,56,433599.69,66712.31,-8397.61,1331987.96
12/6/2015,0,76693.74,58.19,237642.36,334989.84,365613.1801,0,58.19,572632.2,72984.34,-3709.4,1328278.56
12/7/2015,0,54180.22,56.14,393140.07,0,0,0,56.14,393140.07,65384.04,11203.82,1339482.38
12/8/2015,0,43318.03,57.39,50009.1,0,0,0,57.39,50009.1,54175.49,10857.46,1350339.85
12/9/2015,0,71292.2,46.28,143442.7,397850.5,513661.4029,0,55,541293.2,69839.45,-1452.75,1348887.09
12/10/2015,0,67866.53,39.02,178478.87,382775.45,325537.7569,0,55,561254.32,70538.09,2671.56,1351558.65
12/11/2015,0,63989.31,40.08,165833,400149.93,477724.153,0,55,565982.93,70703.59,6714.28,1358272.93
12/12/2015,0,67775.86,37.56,210624.5,336452.12,179134.2989,0,55,547076.62,70041.87,2266.01,1360538.94
12/13/2015,0,65436.13,35.64,163641.46,465748.77,428293.5307,0,55,629390.23,72922.84,7486.72,1368025.65
12/14/2015,0,50857.32,36.09,241674.11,0,0,0,55,241674.11,59352.78,8495.46,1376521.11
12/15/2015,0,48945.69,37.89,0,0,164406.3359,0,55,0,50894.19,1948.49,1378469.61
12/16/2015,0,65830.14,39.74,154018.43,298976.95,242426.5836,0,55,452995.39,66749.02,918.88,1379388.49
12/17/2015,0,68197.86,40.44,204956.45,378965.06,386644.7251,0,55,583921.51,71331.44,3133.58,1382522.07
12/18/2015,0,69986.12,49.55,249251.99,347044.64,419571.2283,0,55,596296.64,71764.57,1778.45,1384300.52
12/19/2015,0,71684.05,42.29,184590.81,432769.75,260851.8823,0,55,617360.56,72501.8,817.75,1385118.27
12/20/2015,0,75285.99,40.94,253226.28,383020.65,252784.9558,0,55,636246.93,73162.83,-2123.16,1382995.11
12/21/2015,0,64915.23,42.87,359775.57,0,0,0,55,359775.57,63486.33,-1428.9,1381566.21
12/22/2015,0,50089.24,47.75,0,0,0,0,55,0,50894.19,804.94,1382371.16
12/23/2015,0,67735.01,47.88,162470.39,253054.9,422964.9203,0,55,415525.28,65437.57,-2297.44,1380073.71
12/24/2015,0,74127.61,47.01,213994.36,424794.77,442427.3078,0,55,638789.13,73251.8,-875.81,1379197.91
12/25/2015,0,65543.33,51.89,188004.11,265017.85,364377.9536,0,55,453021.96,66749.95,1206.62,1380404.53
12/26/2015,0,62859.19,47.48,171114.14,239231.52,270086.5098,0,55,410345.67,65256.28,2397.09,1382801.62
12/27/2015,0,65658.69,56.66,154721.99,272686.82,407358.1289,0,56.66,427408.8,66919.25,1260.56,1384062.18
12/28/2015,0,45056.5,40.67,88400.42,0,0,0,55,88400.42,53988.2,8931.7,1392993.88
12/29/2015,0,51158.38,46.71,0,0,0,0,55,0,50894.19,-264.2,1392729.68
12/30/2015,0,65546.41,59.46,174131.84,380428.17,446972.3425,0,59.46,554560.01,73168.98,7622.58,1400352.26
12/31/2015,0,71271.42,56.69,210188.54,400824.65,290145.1151,0,56.69,611013.19,73366.81,2095.39,1402447.65
