Date,Baseline Period,Actual Consumption (kWh),Avg WB Temperature (°F),Product A,Product B,Product C,Seasonal Indicator,"Max (AvgWB,55) (°F)",Total Production,Expected Consumption (kWh),Actual Minus Expected (kWh),Cumulative Energy Savings (kWh)
1/1/2014,1000000,53757.39,53.14,135249.76,273359.78,248526.1658,0,55,408609.53,65195.52,11438.13,0
1/2/2014,1000000,47778.01,51.45,0,0,16653.40083,0,55,0,50894.19,3116.17,3116.17
1/3/2014,1000000,70153.83,41.39,147185.53,346725.65,293444.1101,0,55,493911.18,68181.08,-1972.75,1143.42
1/4/2014,1000000,72805.76,35.97,249292.6,349968.46,340708.9425,0,55,599261.06,71868.32,-937.43,205.99
1/5/2014,1000000,70841.87,36.07,245493.57,343220.03,435672.3103,0,55,588713.6,71499.16,657.29,863.28
1/6/2014,1000000,63689.89,43.5,279235.74,0,61385.21509,0,55,279235.74,60667.44,-3022.46,-2159.18
1/7/2014,1000000,57914.31,38.58,141725.3,0,115569.0879,0,55,141725.3,55854.57,-2059.74,-4218.92
1/8/2014,1000000,68507.71,45.24,123323.54,291907.22,369535.1178,0,55,415230.76,65427.26,-3080.45,-7299.37
1/9/2014,1000000,70658.97,52.92,253445.36,413516.11,273053.247,0,55,666961.46,74237.84,3578.87,-3720.5
1/10/2014,1000000,80445.27,60.49,244107.89,422853.57,567444.2093,0,60.49,666961.46,77760,-2685.28,-6405.78
1/11/2014,1000000,74690.57,63.8,218493.89,447646.01,494010.1469,0,63.8,666139.9,79860.05,5169.48,-1236.3
1/12/2014,1000000,75364.6,60.1,226429.94,361699.78,195434.8293,0,60.1,588129.72,74749.5,-615.1,-1851.39
1/13/2014,1000000,65989.45,61.71,211196.53,0,0,0,61.71,211196.53,62591.82,-3397.63,-5249.02
1/14/2014,1000000,69756.1,64.2,48819.94,0,66000.64999,0,64.2,48819.94,58507.92,-11248.18,-16497.2
1/15/2014,1000000,70383.87,61.68,125672.13,282354.26,155879.3555,0,61.68,408026.39,69459.47,-924.4,-17421.6
1/16/2014,1000000,78083.06,65.14,206844.2,403315.68,350869.4391,0,65.14,610159.88,78756.56,673.49,-16748.11
1/17/2014,1000000,73622.7,51.9,188448.17,268950.3,102489.4265,0,55,457398.47,66903.13,-6719.57,-23467.67
1/18/2014,1000000,73158.43,38.78,211829.68,378225.14,279631.9597,0,55,590054.82,71546.1,-1612.33,-25080
1/19/2014,1000000,70104.59,38.39,125636.88,283603.77,341718.4024,0,55,409240.65,65217.61,-4886.99,-29966.99
1/20/2014,1000000,58579.68,42.89,153783.02,0,0,0,55,153783.02,56276.59,-2303.09,-32270.08
1/21/2014,1000000,51788.43,41.1,109586.13,0,159201.414,0,55,109586.13,54729.7,2941.27,-29328.81
1/22/2014,1000000,48409.67,33.87,22335.91,34354.21,117231.3204,0,55,56690.12,52878.34,4468.67,-24860.14
1/23/2014,1000000,61054.67,36.07,104055.45,189886.5,35188.357,0,55,293941.96,61182.15,127.48,-24732.66
1/24/2014,1000000,72759.81,47.03,257943.09,383706.38,359189.9239,0,55,641649.47,73351.92,592.11,-24140.55
1/25/2014,1000000,72292.26,36.86,222966.75,337251.21,288574.988,0,55,560217.95,70501.81,-1790.45,-25930.99
1/26/2014,1000000,67300.79,42.67,183197.2,346274.48,171847.4749,0,55,529471.68,69425.69,2124.9,-23806.09
1/27/2014,1000000,58742.29,41.3,373147.94,0,0,0,55,373147.94,63954.36,5212.07,-18594.02
1/28/2014,1000000,56813.91,47.03,0,0,143219.9152,0,55,0,50894.19,-5919.73,-24513.74
1/29/2014,1000000,67570.22,56.98,128409.02,245961.3,114953.0408,0,56.98,374370.32,65270.15,-2300.07,-26813.81
1/30/2014,1000000,72370.13,61.94,136114.87,385398.05,530182.1622,0,61.94,521512.92,73599.99,1229.85,-25583.96
1/31/2014,1000000,70103.7,37.83,202116.77,406668.67,232921.7938,0,55,608785.44,72201.68,2097.98,-23485.99
2/1/2014,1000000,71580.64,34.55,222576.07,475154.55,319342.7866,0,55,697730.61,75314.76,3734.12,-19751.87
2/2/2014,1000000,69000.02,33.05,148534.74,416236.14,575675.9613,0,55,564770.88,70661.17,1661.14,-18090.73
2/3/2014,1000000,62133.88,41.71,247754.27,0,89428.5496,0,55,247754.27,59565.58,-2568.3,-20659.03
2/4/2014,1000000,53697.12,37.06,25185.77,0,0,0,55,25185.77,51775.69,-1921.43,-22580.46
2/5/2014,1000000,65176.68,46.59,147889.76,221834.64,244945.3336,0,55,369724.39,63834.54,-1342.14,-23922.6
2/6/2014,1000000,69259.61,49.55,160142.07,224814.83,181789.0283,0,55,384956.91,64367.68,-4891.93,-28814.53
2/7/2014,1000000,67581.56,47.33,219633.42,342088.89,233641.1972,0,55,561722.31,70554.47,2972.9,-25841.63
2/8/2014,1000000,71949.43,49.07,198094.61,355242.29,345515.0062,0,55,553336.9,70260.98,-1688.45,-27530.08
2/9/2014,1000000,65304.98,40.74,137884.23,382433.62,217682.864,0,55,520317.85,69105.31,3800.33,-23729.75
2/10/2014,1000000,61968.29,48.91,215508.08,0,0,0,55,215508.08,58436.97,-3531.32,-27261.07
2/11/2014,1000000,53535.7,59.48,0,0,0,0,59.48,0,53766.47,230.77,-27030.3
2/12/2014,1000000,65525.78,51.43,182674.17,276306.16,310335.2368,0,55,458980.33,66958.5,1432.72,-25597.58
2/13/2014,1000000,69316.3,50.44,165026.71,330549,187233.0052,0,55,495575.72,68239.34,-1076.96,-26674.54
2/14/2014,1000000,69487.56,40.63,225328.42,309893.48,137119.7169,0,55,535221.89,69626.95,139.39,-26535.15
2/15/2014,1000000,71417.43,42.41,138362.26,368459.21,364218.0709,0,55,506821.47,68632.94,-2784.5,-29319.65
2/16/2014,1000000,68373.14,36.45,202870.28,360658.28,361257.3166,0,55,563528.57,70617.68,2244.54,-27075.1
2/17/2014,1000000,56306.08,29.88,111714.97,0,141970.1933,0,55,111714.97,54804.21,-1501.87,-28576.98
2/18/2014,1000000,49519.61,35.69,85478.07,0,171210.44,0,55,85478.07,53885.92,4366.31,-24210.67
2/19/2014,1000000,62841.92,44.4,135071.87,268127.74,139948.7997,0,55,403199.61,65006.17,2164.25,-22046.42
2/20/2014,1000000,68402.68,35.57,189855.74,347979.21,356876.2743,0,55,537834.95,69718.41,1315.73,-20730.69
2/21/2014,1000000,70149.05,40.21,149524.62,384491.87,417803.517,0,55,534016.49,69584.76,-564.29,-21294.98
2/22/2014,1000000,72510.97,46.44,233227.89,363262.88,491130.0387,0,55,596490.77,71771.36,-739.6,-22034.59
2/23/2014,1000000,67701.21,44.53,195932.75,367092.4,469089.265,0,55,563025.15,70600.07,2898.86,-19135.73
2/24/2014,1000000,59739.75,48.59,103898.67,0,0,0,55,103898.67,54530.64,-5209.11,-24344.84
2/25/2014,1000000,57476.89,46.58,188300.51,0,0,0,55,188300.51,57484.7,7.81,-24337.03
2/26/2014,1000000,70078.64,49.79,213145.7,333381.74,418402.0851,0,55,546527.44,70022.65,-55.99,-24393.02
2/27/2014,1000000,68639.89,43.51,169693.05,290179.71,298747.2853,0,55,459872.75,66989.73,-1650.16,-26043.18
2/28/2014,1000000,71101.46,41.41,159196.64,311799.33,389858.2718,0,55,470995.97,67379.04,-3722.41,-29765.59
3/1/2014,1000000,69055.82,36.53,270260.77,412215.92,396118.0443,0,55,682476.69,74780.87,5725.05,-24040.54
3/2/2014,1000000,67377.47,34.39,185107.21,316538.34,198669.1919,0,55,501645.55,68451.78,1074.3,-22966.23
3/3/2014,1000000,51512.74,31.71,119661.18,0,82099.86698,0,55,119661.18,55082.33,3569.59,-19396.64
3/4/2014,1000000,51314.62,35.58,123728.4,0,38988.9055,0,55,123728.4,55224.68,3910.06,-15486.58
3/5/2014,1000000,64139.84,50.48,99665.81,283664.22,374381.1331,0,55,383330.02,64310.74,170.9,-15315.68
3/6/2014,1000000,68780.72,35.53,158185.69,296370.89,300474.4027,0,55,454556.58,66803.67,-1977.05,-17292.74
3/7/2014,1000000,70372.83,37.44,219576.13,369099.82,230824.0407,0,55,588675.95,71497.84,1125.01,-16167.73
3/8/2014,1000000,68513.68,40.25,164635.7,346655.29,447199.7287,0,55,511290.99,68789.37,275.69,-15892.03
3/9/2014,1000000,68373.14,36.45,207942.04,355586.53,318922.9361,0,55,563528.57,70617.68,2244.54,-13647.49
3/10/2014,1000000,56306.08,29.88,111714.97,0,0,0,55,111714.97,54804.21,-1501.87,-15149.36
3/11/2014,1000000,41241.58,42.32,0,0,157665.6232,0,55,0,50894.19,9652.61,-5496.76
3/12/2014,1000000,65113.73,50.43,133452.47,263727.5,437272.8523,0,55,397179.98,64795.48,-318.24,-5815
3/13/2014,1000000,66114.76,56.47,120183.54,277775.19,441818.5331,0,56.47,397958.73,65764.12,-350.64,-6165.64
3/14/2014,1000000,70405.65,48.56,189713.12,340211.79,293019.5096,0,55,529924.91,69441.56,-964.1,-7129.73
3/15/2014,1000000,73219,41.07,149498.71,406258.58,270445.9225,0,55,555757.3,70345.69,-2873.31,-10003.05
3/16/2014,1000000,71361.93,35.45,132000,346260.87,465952.3743,0,55,478260.87,67633.32,-3728.62,-13731.66
3/17/2014,1000000,54962.81,44.57,91996.7,0,0,0,55,91996.7,54114.07,-848.74,-14580.41
3/18/2014,1000000,55717.69,51.76,229267.98,0,173670.2107,0,55,229267.98,58918.56,3200.87,-11379.54
3/19/2014,1000000,66893.22,57.29,104470.79,235824.94,87493.15368,0,57.29,340295.72,64275.45,-2617.77,-13997.31
3/20/2014,1000000,70483.23,58.83,157364.79,427634.42,530979.2626,0,58.83,584999.21,73826.92,3343.69,-10653.62
3/21/2014,1000000,71221.4,51.36,230600.86,327754.73,274075.8092,0,55,558355.59,70436.63,-784.77,-11438.39
3/22/2014,1000000,70030.9,41.78,186299.59,273699.39,447530.8131,0,55,459998.98,66994.15,-3036.75,-14475.14
3/23/2014,1000000,68587.67,36.52,238184.56,345601.13,361420.3581,0,55,583785.69,71326.68,2739.01,-11736.12
3/24/2014,1000000,51715.33,40.58,48561.58,0,47785.96855,0,55,48561.58,52593.84,878.51,-10857.62
3/25/2014,1000000,44628.4,49.4,0,0,22134.372,0,55,0,50894.19,6265.79,-4591.83
3/26/2014,1000000,62949.63,53.25,150209.93,253580.2,142751.0637,0,55,403790.13,65026.84,2077.21,-2514.62
3/27/2014,1000000,71167.69,38.4,215078.56,294586.28,382436.9323,0,55,509664.84,68732.45,-2435.24,-4949.86
3/28/2014,1000000,70705.22,33.62,180666.97,391063.95,493207.9541,0,55,571730.92,70904.77,199.55,-4750.31
3/29/2014,1000000,73355.06,35.25,227136.46,339288.62,501787.5333,0,55,566425.08,70719.06,-2636,-7386.31
3/30/2014,1000000,71108.62,40.12,171800.66,332013.58,266045.1166,0,55,503814.24,68527.68,-2580.93,-9967.24
3/31/2014,1000000,55557.47,43.96,43753.26,0,19441.90542,0,55,43753.26,52425.55,-3131.92,-13099.16
4/1/2014,1000000,48446.37,52.93,0,0,0,0,55,0,50894.19,2447.82,-10651.34
4/2/2014,1000000,54503.32,59.45,53753.02,121338.25,0,0,59.45,175091.27,59881.3,5377.98,-5273.37
4/3/2014,1000000,62717.8,58.75,98751.5,211787.81,294598.5539,0,58.75,310539.32,64172.68,1454.88,-3818.49
4/4/2014,1000000,72108.76,51.74,158971.2,303154.39,149343.5801,0,55,462125.59,67068.58,-5040.18,-8858.66
4/5/2014,1000000,70864.85,48.55,202202.24,362608.49,194738.8738,0,55,564810.74,70662.56,-202.29,-9060.95
4/6/2014,1000000,68284.23,46.12,189194.11,265599.42,116189.8529,0,55,454793.52,66811.96,-1472.27,-10533.22
4/7/2014,1000000,50834.54,45.58,132678.5,0,0,0,55,132678.5,55537.93,4703.4,-5829.82
4/8/2014,1000000,48571.68,48.55,0,0,0,0,55,0,50894.19,2322.5,-3507.32
4/9/2014,1000000,68046.42,54.13,118977.7,257534.01,284168.5304,0,55,376511.7,64072.09,-3974.33,-7481.65
4/10/2014,1000000,75328.19,57.88,153370.11,342973.29,465894.4932,0,57.88,496343.4,70114.2,-5213.99,-12695.64
4/11/2014,1000000,76558.38,62.34,148271.29,381269.04,241420.8471,0,62.34,529540.33,74137.69,-2420.7,-15116.34
4/12/2014,1000000,77440.67,62.6,193700.42,282221.99,267754.9038,0,62.6,475922.4,72429.54,-5011.12,-20127.46
4/13/2014,1000000,71051.03,66.73,166759.88,396618.1,425603.4123,0,66.73,563377.99,78140.8,7089.77,-13037.69
4/14/2014,1000000,54361,62.69,123114.99,0,0,0,62.69,123114.99,60137.45,5776.45,-7261.24
4/15/2014,1000000,52600.6,51.98,0,0,0,0,55,0,50894.19,-1706.42,-8967.65
4/16/2014,1000000,68028.82,55.54,129009.5,266725.17,437505.793,0,55.54,395734.67,65089.89,-2938.93,-11906.58
4/17/2014,1000000,75325.21,61.9,205659.62,287528.91,164759.9484,0,61.9,493188.53,72581.89,-2743.32,-14649.9
4/18/2014,1000000,73818.73,63.99,144933,330257.16,295634.5112,0,63.99,475190.16,73294.49,-524.24,-15174.15
4/19/2014,1000000,76298.2,64.85,200681.95,372695.05,475183.5105,0,64.85,573377,77284.62,986.42,-14187.73
4/20/2014,1000000,68455.49,65.1,188178.16,340412.17,407825.1514,0,65.1,528590.33,75880.23,7424.73,-6762.99
4/21/2014,1000000,56255.66,62.73,81118.54,0,119275.927,0,62.73,81118.54,58694.31,2438.66,-4324.33
4/22/2014,1000000,50419.5,46.25,0,0,0,0,55,0,50894.19,474.68,-3849.65
4/23/2014,1000000,64030.93,48.63,91507.06,256428.54,315120.8145,0,55,347935.6,63071.93,-959,-4808.65
4/24/2014,1000000,73759.95,52.12,154274.82,377707.32,386902.6619,0,55,531982.14,69513.56,-4246.39,-9055.04
4/25/2014,1000000,74754.13,52.73,189016.65,343424.62,405923.9852,0,55,532441.27,69529.63,-5224.5,-14279.54
4/26/2014,1000000,74373.4,59.13,151277.27,311344.36,314834.6799,0,59.13,462621.63,69737.59,-4635.81,-18915.35
4/27/2014,1000000,73978.96,57.76,209243.94,399023.32,271956.9439,0,57.76,608267.26,73957.99,-20.96,-18936.31
4/28/2014,1000000,61017.97,52.44,161607.44,0,152375.1627,0,55,161607.44,56550.45,-4467.53,-23403.84
4/29/2014,1000000,51824.83,57.83,0,0,80062.44725,0,57.83,0,52710.09,885.26,-22518.58
4/30/2014,1000000,63901.44,62.9,134401.1,214692.67,158155.9733,0,62.9,349093.77,68183.1,4281.66,-18236.93
5/1/2014,1000000,73541.54,63.48,145649.67,216662.94,218931.1201,0,63.48,362312.6,69017.5,-4524.05,-22760.97
5/2/2014,1000000,75920.16,62.63,200387.24,289557.11,290372.9322,0,62.63,489944.35,72941.71,-2978.46,-25739.43
5/3/2014,1000000,72165.75,61.85,195247.32,282129.99,376103.8183,0,61.85,477377.3,71999.08,-166.67,-25906.1
5/4/2014,1000000,72357.6,62.11,128223.89,334678.24,386574.2481,0,62.11,462902.13,71660.93,-696.67,-26602.77
5/5/2014,1000000,52335.05,60.9,114831.45,0,137403.8737,0,60.9,114831.45,58700.21,6365.16,-20237.61
5/6/2014,1000000,44168.31,57.46,0,0,0,0,57.46,0,52472.07,8303.76,-11933.85
5/7/2014,1000000,71667.77,56.43,144893.42,328614.49,235032.9339,0,56.43,473507.91,68381.6,-3286.17,-15220.01
5/8/2014,1000000,74383.55,50.19,201513.86,337293.24,413242.5243,0,55,538807.1,69752.43,-4631.11,-19851.13
5/9/2014,1000000,74155,54.3,175579.11,354871.37,344949.8388,0,55,530450.47,69459.95,-4695.04,-24546.17
5/10/2014,1000000,76246.28,57.42,231661.21,326558.57,181379.3428,0,57.42,558219.77,71983.02,-4263.27,-28809.43
5/11/2014,1000000,73435.92,61.51,156098.81,336326.47,458096.6991,0,61.51,492425.28,72306.46,-1129.46,-29938.9
5/12/2014,1000000,57347.7,62.9,63776.38,0,0,0,62.9,63776.38,58199.66,851.96,-29086.93
5/13/2014,1000000,43966.31,64.8,0,0,102486.8288,0,64.8,0,57184.33,13218.02,-15868.91
5/14/2014,1000000,57232.83,59.47,68474.24,124410.94,222339.0304,0,59.47,192885.18,60514.78,3281.95,-12586.95
5/15/2014,1000000,75934.19,48.48,184186.04,359135.6,298634.3042,0,55,543321.64,69910.44,-6023.75,-18610.7
5/16/2014,1000000,75895.1,53,180790.5,377204.87,505696.664,0,55,557995.38,70424.02,-5471.08,-24081.78
5/17/2014,1000000,77855.11,61.73,152555.82,260874.59,388492.3619,0,61.73,413430.41,69680.7,-8174.4,-32256.18
5/18/2014,1000000,73830.66,62.16,171898.13,292691.42,362114.4707,0,62.16,464589.55,71752.08,-2078.58,-34334.76
5/19/2014,1000000,51939.41,65.88,5174.45,0,138239.3382,0,65.88,5174.45,58060.78,6121.37,-28213.39
5/20/2014,1000000,54711.28,67.04,0,0,147149.7522,0,67.04,0,58623.15,3911.87,-24301.52
5/21/2014,1000000,76477.52,67.77,138751.21,363970.56,284455.5103,0,67.77,502721.77,76686.43,208.91,-24092.61
5/22/2014,1000000,79201.66,69.68,179750.89,350487.73,368810.5414,0,69.68,530238.62,78874.39,-327.27,-24419.88
5/23/2014,1000000,79102.9,70.2,139144.04,312622.32,165852.2182,0,70.2,451766.36,76462.16,-2640.74,-27060.62
5/24/2014,1000000,78272.53,68.99,141464.63,380545.07,258840.2556,0,68.99,522009.7,78145.1,-127.43,-27188.05
5/25/2014,1000000,75281.35,67.83,234207.9,358723.5,517551.3736,0,67.83,592931.4,79881.21,4599.86,-22588.19
5/26/2014,1000000,65640.05,61.71,199304.89,0,18832.57904,0,61.71,199304.89,62175.61,-3464.44,-26052.63
5/27/2014,1000000,50299.56,57.08,0,0,0,0,57.08,0,52226.03,1926.47,-24126.15
5/28/2014,1000000,54473.78,61.83,0,0,0,0,61.83,0,55274.82,801.05,-23325.11
5/29/2014,1000000,75841.1,65.73,198936.18,324580.09,213361.9159,0,65.73,523516.27,76101.12,260.02,-23065.09
5/30/2014,1000000,80198.22,66.06,150943.68,275450.9,277912.029,0,66.06,426394.58,72915.81,-7282.41,-30347.5
5/31/2014,1000000,81116.31,67.77,206070.49,374409.76,212042.7048,0,67.77,580480.24,79405.3,-1711.01,-32058.51
6/1/2014,1000000,78565.83,70.36,212836.19,395267.2,256051.3761,0,70.36,608103.39,82035.58,3469.75,-28588.76
6/2/2014,1000000,63129.55,70.26,51910.58,0,26283.92295,0,70.26,51910.58,62507.32,-622.23,-29210.99
6/3/2014,1000000,60451.36,70.65,0,0,152283.7181,0,70.65,0,60941.84,490.48,-28720.51
6/4/2014,1000000,78160.04,70.92,125112.44,283751.75,176533.2663,0,70.92,408864.19,75423.25,-2736.79,-31457.3
6/5/2014,1000000,79353.23,71.35,145594.61,291626.45,375990.6962,0,71.35,437221.06,76691.2,-2662.03,-34119.33
6/6/2014,1000000,80771.99,73.74,152597.3,386615.78,448799.5956,0,73.74,539213.08,81796.02,1024.03,-33095.3
6/7/2014,1000000,80011.74,72.54,173920.62,349936.67,206409.719,0,72.54,523857.3,80485.67,473.93,-32621.37
6/8/2014,1000000,78813.78,70.7,151651.94,380460.12,222134.943,0,70.7,532112.06,79595.18,781.41,-31839.97
6/9/2014,1000000,60056.92,70.62,63776.38,0,33649.3466,0,70.62,63776.38,63153.96,3097.04,-28742.93
6/10/2014,1000000,59731.09,70.03,0,0,139597.8791,0,70.03,0,60538.01,806.92,-27936.01
6/11/2014,1000000,76542.27,72.8,152698.61,284833.22,398664.1436,0,72.8,437531.83,77635.44,1093.17,-26842.84
6/12/2014,1000000,82629.66,72.78,164537.8,291245.58,164753.313,0,72.78,455783.39,78258.2,-4371.46,-31214.3
6/13/2014,1000000,81372.91,74.15,201442.32,275909.15,448123.6419,0,74.15,477351.47,79890.28,-1482.63,-32696.93
6/14/2014,1000000,81138.99,76.02,144313.92,351610.2,386373.9568,0,76.02,495924.13,81741.12,602.13,-32094.8
6/15/2014,1000000,76909.27,75.23,205155.04,307732.57,461242.5209,0,75.23,512887.61,81829.38,4920.12,-27174.69
6/16/2014,1000000,66715.69,70.35,91678.55,0,0,0,70.35,91678.55,63958.04,-2757.65,-29932.34
6/17/2014,1000000,57715,67.69,0,0,123264.283,1,67.69,0,60752.44,3037.44,-26894.9
6/18/2014,1000000,70354.33,70.82,80608.22,227056.73,71144.14288,1,70.82,307664.95,73529.17,3174.84,-23720.06
6/19/2014,1000000,77556.73,73.15,156142.01,254758.01,394667.3754,1,73.15,410900.02,78642.73,1085.99,-22634.06
6/20/2014,1000000,81266.69,73.41,169273.69,337533.76,257409.4883,1,73.41,506807.45,82162.63,895.93,-21738.13
6/21/2014,1000000,80452.73,72.73,181368.91,350504.72,238861.9117,1,72.73,531873.63,82604.02,2151.28,-19586.85
6/22/2014,1000000,80029.05,71.52,237601.97,384392.71,364020.0573,1,71.52,621994.68,84982.68,4953.64,-14633.21
6/23/2014,1000000,70143.08,69.59,224038.17,0,0,1,69.59,224038.17,69815.97,-327.12,-14960.33
6/24/2014,1000000,62918.3,69.83,0,0,0,1,69.83,0,62124.39,-793.91,-15754.24
6/25/2014,1000000,81846.73,72.17,253533.6,472923.7,549956.9302,1,72.17,726457.3,89056.08,7209.35,-8544.89
6/26/2014,1000000,88160.58,72.6,204403.28,581763.18,672742.951,1,72.6,786166.46,91418.69,3258.11,-5286.78
6/27/2014,1000000,89201.6,72.55,245177.14,509214.06,610713.6688,1,72.55,754391.21,90277.13,1075.54,-4211.24
6/28/2014,1000000,87670.95,73.83,257929.84,460537.69,401114.3354,1,73.83,718467.53,89840.84,2169.89,-2041.35
6/29/2014,1000000,91061.95,74.75,311831.76,540167.58,536514.3221,1,74.75,851999.34,95102.82,4040.87,1999.52
6/30/2014,1000000,82917.58,74.06,571250.38,0,73483.472,1,74.06,571250.38,84838.01,1920.42,3919.94
7/1/2014,1000000,81223.43,72.89,428821.63,0,45534.51991,1,72.89,428821.63,79098.82,-2124.6,1795.34
7/2/2014,1000000,90328.85,72.62,236375.65,575911.81,508926.3646,1,72.62,812287.47,92348.97,2020.12,3815.46
7/3/2014,1000000,90439.24,72.81,330824.75,492122.38,469212.8803,1,72.81,822947.13,92845.08,2405.83,6221.29
7/4/2014,1000000,87306.64,72.89,247465.1,459578.05,481271.043,1,72.89,707043.15,88836.58,1529.94,7751.23
7/5/2014,1000000,83724.08,73.1,59192,153728.86,283964.3449,1,73.1,212920.85,71681.36,-12042.72,-4291.49
7/6/2014,1000000,85194.46,72.95,114360.74,304543.07,458468.6244,1,72.95,418903.81,78791.82,-6402.65,-10694.14
7/7/2014,1000000,71483.07,73.27,169003.73,0,0,1,73.27,169003.73,70248.57,-1234.51,-11928.65
7/8/2014,1000000,70666.13,74.11,0,0,68270.30056,1,74.11,0,64873.66,-5792.47,-17721.12
7/9/2014,1000000,79003.54,74.71,98075.16,258561.79,422158.9274,1,74.71,356636.95,77741.07,-1262.48,-18983.59
7/10/2014,1000000,86886.53,74.7,158075.26,287207.17,287082.4241,1,74.7,445282.43,80835.63,-6050.9,-25034.49
7/11/2014,1000000,89388.98,74.23,276076.38,392389.43,317846.4509,1,74.23,668465.82,88344.85,-1044.13,-26078.61
7/12/2014,1000000,90197.86,74.78,230514.89,327632.54,175551.6685,1,74.78,558147.44,84836.72,-5361.14,-31439.75
7/13/2014,1000000,85635.75,73.8,222628.46,524446.91,485768.8931,1,73.8,747075.38,90826.07,5190.32,-26249.44
7/14/2014,1000000,78599.25,74.95,280426.38,0,0,1,74.95,280426.38,75228.81,-3370.44,-29619.87
7/15/2014,1000000,72695.36,73.36,16763.45,0,104142.7322,1,73.36,16763.45,64981.67,-7713.69,-37333.57
7/16/2014,1000000,83618.16,71.21,162941.36,352695.86,443854.9516,0,71.21,515637.23,79348.85,-4269.31,-41602.88
7/17/2014,1000000,85422.42,73.43,136487.92,299575.72,251872.7507,0,73.43,436063.64,77985.21,-7437.21,-49040.09
7/18/2014,1000000,83806.14,74.65,172491.82,443550.4,280708.1891,0,74.65,616042.22,85070.73,1264.59,-47775.49
7/19/2014,1000000,86379.6,74.89,224562.54,358716.78,461964.6556,0,74.89,583279.32,84076.47,-2303.13,-50078.62
7/20/2014,1000000,85310.53,73.34,177344.52,449314.55,418026.2457,0,73.34,626659.07,84599.89,-710.64,-50789.26
7/21/2014,1000000,72157.99,74.8,125824.75,0,81045.31751,0,74.8,125824.75,68006.72,-4151.27,-54940.53
7/22/2014,1000000,64553.98,74.18,0,0,0,0,74.18,0,63207.05,-1346.93,-56287.47
7/23/2014,1000000,79903.43,74.12,185300.47,266651.9,388064.2608,0,74.12,451952.38,78982.59,-920.84,-57208.31
7/24/2014,1000000,80546.12,73.91,185680.14,470433.43,333963.2451,0,73.91,656113.57,85997.19,5451.06,-51757.25
7/25/2014,1000000,82700.67,73.31,156679.35,413063.73,436863.5746,0,73.31,569743.07,82589.11,-111.56,-51868.81
7/26/2014,1000000,81436.47,73.53,226148.62,419990.29,310793.7966,0,73.53,646138.91,85399.36,3962.89,-47905.92
7/27/2014,1000000,81862.54,75.06,246574.16,365272.4,271290.4152,0,75.06,611846.56,85181.96,3319.42,-44586.5
7/28/2014,1000000,76523.47,74.8,269583.66,0,0,0,74.8,269583.66,73040.96,-3482.52,-48069.02
7/29/2014,1000000,69830.99,73.91,0,0,13090.04085,0,73.91,0,63033.21,-6797.78,-54866.79
7/30/2014,1000000,73660.89,73.41,104958.07,156131.66,184922.0013,0,73.41,261089.74,71847.75,-1813.14,-56679.93
7/31/2014,1000000,80797.65,75.2,201139.47,388712.35,490915.7686,0,75.2,589851.83,84504.41,3706.76,-52973.17
8/1/2014,1000000,83696.63,72.45,177158.25,476562.23,500970.6658,0,72.45,653720.48,84974.72,1278.09,-51695.09
8/2/2014,1000000,85468.67,72.5,229605.5,476872.96,457641.6586,0,72.5,706478.46,86853.34,1384.68,-50310.41
8/3/2014,1000000,82626.97,74.7,151734.55,262840.73,91325.8854,0,74.7,414575.28,78046.13,-4580.84,-54891.25
8/4/2014,1000000,67144.45,75.7,181977.5,0,0,0,75.7,181977.5,70552.41,3407.96,-51483.29
8/5/2014,1000000,66074.48,75.28,0,0,0,0,75.28,0,63913.08,-2161.4,-53644.69
8/6/2014,1000000,79372.93,76.09,162522.15,241761.81,350279.8505,0,76.09,404283.96,78579.18,-793.75,-54438.44
8/7/2014,1000000,82993.07,74.33,239012.59,336921.37,257034.228,0,74.33,575933.96,83458.34,465.27,-53973.17
8/8/2014,1000000,83146.14,75.97,202808.89,349803.88,192461.1328,0,75.97,552612.77,83695.8,549.67,-53423.51
8/9/2014,1000000,86280.54,75.61,258604.86,409624.75,476548.2803,0,75.61,668229.61,87513.73,1233.2,-52190.31
8/10/2014,1000000,82976.36,75.3,227706.45,327675.13,335192.9374,0,75.3,555381.58,83359.46,383.1,-51807.21
8/11/2014,1000000,64838.63,75.74,132767.82,0,0,0,75.74,132767.82,68850.13,4011.5,-47795.71
8/12/2014,1000000,65649.9,75.88,0,0,0,0,75.88,0,64292.85,-1357.06,-49152.77
8/13/2014,1000000,80908.94,75.66,126617.31,340605.23,294179.0106,0,75.66,467222.54,80506.57,-402.38,-49555.15
8/14/2014,1000000,82976.96,76,236951.41,355427.11,455071.8814,0,76,592378.52,85103.65,2126.69,-47428.46
8/15/2014,1000000,80716.79,75.75,186456.49,509276.68,341708.9887,0,75.75,695733.17,88560.6,7843.81,-39584.65
8/16/2014,1000000,81138.69,74.42,185846.1,368918.38,250685.9881,0,74.42,554764.48,82773.57,1634.88,-37949.77
8/17/2014,1000000,79413.21,68.9,216604.44,439772.65,414854.41,0,68.9,656377.09,82791.8,3378.6,-34571.18
8/18/2014,1000000,66206.36,66.27,103554.69,0,0,0,66.27,103554.69,61752.81,-4453.56,-39024.73
8/19/2014,1000000,63674.68,67.67,0,0,80392.42632,0,67.67,0,59024.31,-4650.37,-43675.1
